Código de Entidad;Descripción de Entidad;Fecha de Información;Nombre completo del plazo fijo;Nombre corto del plazo fijo;Denominación;Monto mínimo a invertir;Plazo mínimo a invertir;Canal de constitución;Tasa efectiva anual mínima;Territorio de validez de la oferta;Más información
93;BANCO DE LA PAMPA SA;2026-06-30;PLAZO FIJO EN PESOS;PF PESOS;Pesos;1000;30 días;Ventanilla de sucursal;14,93;Todo el territorio nacional;
94;BANCO DE CORRIENTES S.A.;2026-06-30;PLAZO FIJO INTRANSFERIBLE SECTOR PRIVADO;PF ELECTRONICO;Pesos;1500;90 días;Home banking;20,40;Todo el territorio nacional;SECTOR PRIVADO
94;BANCO DE CORRIENTES S.A.;2026-06-30;PLAZO FIJO INSTRANSFERIBLE SECTOR PRIVADO;PF PRESENCIAL;Pesos;1500;60 días;Ventanilla de sucursal;12,07;Todo el territorio nacional;PLAZO FIJO TRADICIONAL SECTOR PRIVADO
94;BANCO DE CORRIENTES S.A.;2026-06-30;PLAZO FIJO INSTRANSFERIBLE SECTOR PRIVADO;PF PRESENCIAL;Pesos;1500;90 días;Ventanilla de sucursal;12,55;Todo el territorio nacional;PLAZO FIJO TRADICIONAL SECTOR PRIVADO
94;BANCO DE CORRIENTES S.A.;2026-06-30;PLAZO FIJO INSTRANSFERIBLE SECTOR PRIVADO;PF PRESENCIAL;Pesos;1500;30 días;Ventanilla de sucursal;11,57;Todo el territorio nacional;PLAZO FIJO TRADICIONAL SECTOR PRIVADO
94;BANCO DE CORRIENTES S.A.;2026-06-30;PLAZO FIJO INTRANSFERIBLE SECTOR PRIVADO;PF ELECTRONICO;Pesos;1500;30 días;Home banking;19,56;Todo el territorio nacional;SECTOR PRIVADO
94;BANCO DE CORRIENTES S.A.;2026-06-30;PLAZO FIJO INTRANSFERIBLE SECTOR PRIVADO;PF ELECTRONICO;Pesos;1500;60 días;Home banking;19,99;Todo el territorio nacional;SECTOR PRIVADO
97;BANCO PROVINCIA DEL NEUQUÉN SOCIEDAD ANÓNIMA;2026-06-24;PLAZO FIJO TRADICIONAL EN PESOS;DPF TRADICIONAL;Pesos;1000;30 días;Ventanilla de sucursal;18,39;Ciudad Autónoma de Buenos Aires;0
97;BANCO PROVINCIA DEL NEUQUÉN SOCIEDAD ANÓNIMA;2026-06-24;PLAZO FIJO TRADICIONAL EN PESOS;DPF TRADICIONAL;Pesos;1000;30 días;Ventanilla de sucursal;18,39;Provincia de Río Negro;0
97;BANCO PROVINCIA DEL NEUQUÉN SOCIEDAD ANÓNIMA;2026-06-24;PLAZO FIJO TRADICIONAL EN PESOS;DPF TRADICIONAL;Pesos;1000;30 días;Cajero automático;18,39;Todo el territorio nacional;0
97;BANCO PROVINCIA DEL NEUQUÉN SOCIEDAD ANÓNIMA;2026-06-24;PLAZO FIJO EN UVA;DPF UVA;UVA;1000;180 días;Ventanilla de sucursal;,00;Provincia del Neuquén;0
97;BANCO PROVINCIA DEL NEUQUÉN SOCIEDAD ANÓNIMA;2026-06-24;PLAZO FIJO EN UVA PRECANCELABLE;DPF UVA;UVA;5000;90 días;Home banking;,00;Todo el territorio nacional;0
97;BANCO PROVINCIA DEL NEUQUÉN SOCIEDAD ANÓNIMA;2026-06-24;PLAZO FIJO EN UVA;DPF UVA;UVA;1000;180 días;Ventanilla de sucursal;,00;Ciudad Autónoma de Buenos Aires;0
97;BANCO PROVINCIA DEL NEUQUÉN SOCIEDAD ANÓNIMA;2026-06-24;PLAZO FIJO EN UVA PRECANCELABLE;DPF UVA;UVA;5000;90 días;Ventanilla de sucursal;,00;Ciudad Autónoma de Buenos Aires;0
97;BANCO PROVINCIA DEL NEUQUÉN SOCIEDAD ANÓNIMA;2026-06-24;PLAZO FIJO EN UVA;DPF UVA;UVA;1000;180 días;Ventanilla de sucursal;,00;Provincia de Río Negro;0
97;BANCO PROVINCIA DEL NEUQUÉN SOCIEDAD ANÓNIMA;2026-06-24;PLAZO FIJO EN UVA PRECANCELABLE;DPF UVA;UVA;5000;90 días;Cajero automático;,00;Todo el territorio nacional;0
97;BANCO PROVINCIA DEL NEUQUÉN SOCIEDAD ANÓNIMA;2026-06-24;PLAZO FIJO TRADICIONAL EN PESOS;DPF TRADICIONAL;Pesos;1000;30 días;Home banking;18,39;Todo el territorio nacional;0
97;BANCO PROVINCIA DEL NEUQUÉN SOCIEDAD ANÓNIMA;2026-06-24;PLAZO FIJO EN UVA PRECANCELABLE;DPF UVA;UVA;5000;90 días;Ventanilla de sucursal;,00;Provincia de Río Negro;0
97;BANCO PROVINCIA DEL NEUQUÉN SOCIEDAD ANÓNIMA;2026-06-24;PLAZO FIJO EN UVA PRECANCELABLE;DPF UVA;UVA;5000;90 días;Ventanilla de sucursal;,00;Provincia del Neuquén;0
97;BANCO PROVINCIA DEL NEUQUÉN SOCIEDAD ANÓNIMA;2026-06-24;PLAZO FIJO TRADICIONAL EN PESOS;DPF TRADICIONAL;Pesos;1000;30 días;Ventanilla de sucursal;18,39;Provincia del Neuquén;0
131;BANK OF CHINA LIMITED SUCURSAL BUENOS AIRES;2026-07-08;PLAZO FIJO COMUN INTRANSFERIBLE TASA FIJA A 30 DIAS O MAS;PFCITF30;Pesos;10000;30 días;Ventanilla de sucursal;20,15;Ciudad Autónoma de Buenos Aires;
143;BRUBANK S.A.U.;2026-06-30;PLAZO FIJO UVA ACTUALIZABLES POR CER LEY 25827 UVA;PLAZO FIJO UVA;UVA;500;90 días;Electrónico;1,00;Todo el territorio nacional;N/A
143;BRUBANK S.A.U.;2026-06-30;PLAZO FIJO EN DOLARES;PLAZO FIJO EN DOLARES;Dólares estadounidenses;50;30 días;Electrónico;,10;Todo el territorio nacional;N/A
143;BRUBANK S.A.U.;2026-06-30;PLAZO FIJO EN DOLARES;PLAZO FIJO EN DOLARES;Dólares estadounidenses;50;60 días;Electrónico;,10;Todo el territorio nacional;N/A
143;BRUBANK S.A.U.;2026-06-30;PLAZO FIJO PESOS;PLAZO FIJO PESOS;Pesos;500;30 días;Electrónico;20,75;Todo el territorio nacional;PARA DEPOSITOS A PLAZO FIJO HASTA LOS DIEZ MILLONES DE PESOS.
143;BRUBANK S.A.U.;2026-06-30;PLAZO FIJO EN DOLARES;PLAZO FIJO EN DOLARES;Dólares estadounidenses;50;90 días;Electrónico;,10;Todo el territorio nacional;N/A
143;BRUBANK S.A.U.;2026-06-30;PLAZO FIJO PESOS;PLAZO FIJO PESOS;Pesos;500;360 días o más;Electrónico;15,50;Todo el territorio nacional;PARA DEPOSITOS A PLAZO FIJO HASTA LOS DIEZ MILLONES DE PESOS.
143;BRUBANK S.A.U.;2026-06-30;PLAZO FIJO EN DOLARES;PLAZO FIJO EN DOLARES;Dólares estadounidenses;50;360 días o más;Electrónico;,10;Todo el territorio nacional;N/A
143;BRUBANK S.A.U.;2026-06-30;PLAZO FIJO PESOS;PLAZO FIJO PESOS;Pesos;500;60 días;Electrónico;19,99;Todo el territorio nacional;PARA DEPOSITOS A PLAZO FIJO HASTA LOS DIEZ MILLONES DE PESOS.
143;BRUBANK S.A.U.;2026-06-30;PLAZO FIJO PESOS;PLAZO FIJO PESOS;Pesos;500;90 días;Electrónico;19,26;Todo el territorio nacional;PARA DEPOSITOS A PLAZO FIJO HASTA LOS DIEZ MILLONES DE PESOS.
143;BRUBANK S.A.U.;2026-06-30;PLAZO FIJO EN DOLARES;PLAZO FIJO EN DOLARES;Dólares estadounidenses;50;180 días;Electrónico;,10;Todo el territorio nacional;N/A
143;BRUBANK S.A.U.;2026-06-30;PLAZO FIJO PESOS;PLAZO FIJO PESOS;Pesos;500;180 días;Electrónico;16,65;Todo el territorio nacional;PARA DEPOSITOS A PLAZO FIJO HASTA LOS DIEZ MILLONES DE PESOS.
147;BIBANK S.A.;2026-07-07;PLAZO FIJO INTRANSFERIBLE EN PESOS A 30 DIAS;PLAZO FIJO PESOS;Pesos;1000;30 días;Electrónico;23,15;Todo el territorio nacional;
147;BIBANK S.A.;2026-07-07;PLAZO FIJO TRADICIONAL EN PESOS;PLAZO FIJO PESOS;Pesos;1000;30 días;Ventanilla de sucursal;23,15;Ciudad Autónoma de Buenos Aires;
147;BIBANK S.A.;2026-07-07;PLAZO FIJO INTRANSFERIBLE UVA A 90 DIAS;PLAZO FIJO UVA;UVA;1000;90 días;Línea telefónica;1,00;Todo el territorio nacional;
147;BIBANK S.A.;2026-07-07;PLAZO FIJO INTRANSFERIBLE UVA A 180 DIAS;PLAZO FIJO UVA;UVA;1000;180 días;Línea telefónica;1,00;Todo el territorio nacional;
147;BIBANK S.A.;2026-07-07;PLAZO FIJO INTRANSFERIBLE EN PESOS A 90 DIAS;PLAZO FIJO PESOS;Pesos;1000;90 días;Electrónico;22,71;Todo el territorio nacional;
147;BIBANK S.A.;2026-07-07;PLAZO FIJO INTRANSFERIBLE EN PESOS A 90 DIAS;PLAZO FIJO PESOS;Pesos;1000;90 días;Línea telefónica;22,71;Todo el territorio nacional;
147;BIBANK S.A.;2026-07-07;PLAZO FIJO INTRANSFERIBLE EN PESOS A 90 DIAS;PLAZO FIJO PESOS;Pesos;1000;90 días;Ventanilla de sucursal;22,71;Ciudad Autónoma de Buenos Aires;
147;BIBANK S.A.;2026-07-07;PLAZO FIJO INTRANSFERIBLE UVA A 180 DIAS;PLAZO FIJO UVA;UVA;1000;180 días;Ventanilla de sucursal;1,00;Ciudad Autónoma de Buenos Aires;
147;BIBANK S.A.;2026-07-07;PLAZO FIJO TRADICIONAL EN PESOS;PLAZO FIJO PESOS;Pesos;1000;30 días;Línea telefónica;23,15;Todo el territorio nacional;
147;BIBANK S.A.;2026-07-07;PLAZO FIJO INTRANSFERIBLE EN PESOS A 30 DIAS;PLAZO FIJO PESOS;Pesos;1000;30 días;Línea telefónica;23,15;Todo el territorio nacional;
147;BIBANK S.A.;2026-07-07;PLAZO FIJO INTRANSFERIBLE EN PESOS A 30 DIAS;PLAZO FIJO PESOS;Pesos;1000;30 días;Ventanilla de sucursal;23,15;Ciudad Autónoma de Buenos Aires;
147;BIBANK S.A.;2026-07-07;PLAZO FIJO TRADICIONAL EN PESOS;PLAZO FIJO PESOS;Pesos;1000;30 días;Electrónico;23,15;Todo el territorio nacional;
147;BIBANK S.A.;2026-07-07;PLAZO FIJO INTRANSFERIBLE UVA A 90 DIAS;PLAZO FIJO UVA;UVA;1000;90 días;Ventanilla de sucursal;1,00;Ciudad Autónoma de Buenos Aires;
165;JPMORGAN CHASE BANK, NATIONAL ASSOCIATION (SUCURSAL BUENOS AIRES);2026-07-01;PLAZOFIJO;TAK;Pesos;20000000;30 días;Línea telefónica;21,00;Ciudad Autónoma de Buenos Aires;
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO TRADICIONAL EN PESOS INTRANSFERIBLE P. HUMANA;PF PESOS PH C.MOV;Pesos;1000;30 días;Electrónico;18,98;Todo el territorio nacional;
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO PAGO PERIODICO DE INTERESES EN PESOS INTRANSFERIBLE S.PRIVADO;PF PESOS BADLAR SPR SUC;Pesos;1000;180 días;Ventanilla de sucursal;,00;Todo el territorio nacional;INTRANSFERIBLE ACREDITA INTERESES CADA 30 DIAS
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO PRECANCELABLE EN PESOS TRANSFERIBLE FCI;PF PESOS PRECA FCI;Pesos;1000;180 días;Ventanilla de sucursal;18,28;Todo el territorio nacional;FONDOS COMUNES DE INVERSION
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO PRECANCELABLE EN PESOS INTRANSFERIBLE FCI;PF PESOS PRECA FCI;Pesos;1000;180 días;Ventanilla de sucursal;18,28;Todo el territorio nacional;FONDOS COMUNES DE INVERSION
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO PAGO PERIODICO DE INTERESES EN PESOS INTRANSFERIBLE S.PRIVADO;PF PESOS BADLAR SPR BCA ;Pesos;1000;180 días;Home banking;1,00;Todo el territorio nacional;INTRANSFERIBLE ACREDITA INTERESES CADA 30 DIAS
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO TASA DE INTERES VARIABLE ENCUESTA BCRA EN PESOS INTRANSFERIBLE S. PRIVADO;PF PESOS ENC BCRA SPR SUC;Pesos;10000;180 días;Ventanilla de sucursal;,00;Todo el territorio nacional;
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO PAGO PERIODICO DE INTERESES EN PESOS INTRANSFERIBLE P. JURIDICA;PF PESOS BADLAR SPR SUC;Pesos;1000;180 días;Ventanilla de sucursal;1,00;Todo el territorio nacional;INTRANSFERIBLE ACREDITA INTERESES CADA 30 DIAS
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO TASA DE INTERES VARIABLE ENCUESTA BCRA EN PESOS S. PRIVADO;PF PESOS ENC BCRA SPR;Pesos;10000;180 días;Home banking;,00;Todo el territorio nacional;
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO PRECANCELABLE EN PESOS INTRANSFERIBLE S. PRIVADO;PF PESOS PRECA SPR BANCA;Pesos;30000;180 días;Home banking;18,28;Todo el territorio nacional;
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO PAGO PERIODICO DE INTERESES TASA VARIABLE BADLAR EN PESOS INTRANSFERIBLE S. PUBLICO;PF PESOS BADLAR SP SUC;Pesos;1000;180 días;Ventanilla de sucursal;1,00;Todo el territorio nacional;SECTOR PUBLICO
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO PRECANCELABLE EN DOLARES TRANSFERIBLE S.PRIVADO;PF DOLARES PRECA SPR SUC;Dólares estadounidenses;30000;180 días;Ventanilla de sucursal;,10;Todo el territorio nacional;
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO AJUSTABLE POR INDICE UVA EN PESOS INTRANSFERIBLE P. HUMANA;PF PESOS UVA PH BPI C.MOV;UVA;1000;90 días;Home banking;,00;Todo el territorio nacional;
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO EN PESOS PRECANCELABLE UVA INTRANSFERIBLE P. HUMANA;PF PESOS PRECA UVA PH SUC;UVA;1000;90 días;Home banking;1,00;Todo el territorio nacional;
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO TASA DE INTERES VARIABLE BADLAR EN PESOS FCI;PF PESOS BADLAR FCI;Pesos;1000;180 días;Ventanilla de sucursal;1,00;Todo el territorio nacional;
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO EN PESOS COM BCRA A7029 INTRANSFERIBLE AJUST. TC REF 3500;PF PESOS COM 7029 BPI;Pesos;1000000;60 días;Home banking;1,00;Todo el territorio nacional;
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO TRADICIONAL EN PESOS INTRANSFERIBLE P. JURIDICA;PF PESOS PJ BEE;Pesos;1000;30 días;Home banking;18,98;Todo el territorio nacional;
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO PAGO PERIODICO DE INTERESES EN PESOS INTRANSFERIBLE S.PUBLICO;PF PESOS BADLAR SP SUC;Pesos;1000;180 días;Ventanilla de sucursal;,00;Todo el territorio nacional;SECTOR PUBLICO
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO PAGO PERIODICO DE INTERESES EN PESOS INTRANSFERIBLE P. HUMANA;PAGO PESOS PER INT PH BPI;Pesos;1000;60 días;Home banking;18,83;Todo el territorio nacional;
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO EN PESOS PRECANCELABLE CIERRE A DISTANCIA COM BCRA A3043 INTRANSFERIBLE P. JURIDICA;PF PESO PREC A3043 PJ SUC;Pesos;30000;180 días;Ventanilla de sucursal;18,28;Todo el territorio nacional;
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO TRADICIONAL EN PESOS TRANSFERIBLE P. HUMANA;PF PESOS PH SUC;Pesos;1000;30 días;Ventanilla de sucursal;18,98;Todo el territorio nacional;
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO PAGO PERIODICO DE INTERESES EN PESOS INTRANSFERIBLE P. HUMANA;PF PESOS BADLAR SPR SUC;Pesos;1000;180 días;Ventanilla de sucursal;1,00;Todo el territorio nacional;INTRANSFERIBLE ACREDITA INTERESES CADA 30 DIAS
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO EN PESOS PRECANCELABLE UVA INTRANSFERIBLE P. HUMANA;PF PESOS PRECA UVA PH BCA;UVA;1000;90 días;Ventanilla de sucursal;1,00;Todo el territorio nacional;
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO PAGO PERIODICO DE INTERESES EN PESOS INTRANSFERIBLE P. JURIDICA;PF PESOS PER INT PJ SUC;Pesos;1000;60 días;Ventanilla de sucursal;18,83;Todo el territorio nacional;
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO TRADICIONAL EN DOLARES INTRANSFERIBLE P. HUMANA;PF DOLARES PH;Dólares estadounidenses;500;30 días;Home banking;,40;Todo el territorio nacional;
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO TRADICIONAL EN PESOS INTRANSFERIBLE S. PUBLICO;PF PESOS SP BEE;Pesos;1000;30 días;Home banking;18,98;Todo el territorio nacional;SECTOR PUBLICO
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO TRADICIONAL EN PESOS INTRANSFERIBLE S. PUBLICO;PF PESOS SP SUC;Pesos;1000;30 días;Ventanilla de sucursal;14,94;Todo el territorio nacional;SECTOR PUBLICO
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO PROCREAR 18 AJUSTABLE POR INDICE UVA EN PESOS INTRANSFERIBLE;PF PESOS PROCR UVA SUC;UVA;13886;180 días;Ventanilla de sucursal;5,06;Todo el territorio nacional;MONTO MINIMO IGUAL A 200 UVA
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO PRECANCELABLE EN PESOS TRANSFERIBLE S. PRIVADO;PF PESOS PRECA SPR SUC;Pesos;30000;180 días;Ventanilla de sucursal;18,28;Todo el territorio nacional;
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO PAGO PERIODICO DE INTERESES TASA VARIABLE BADLAR EN PESOS INTRANSFERIBLE S. PRIVADO;PF PESOS BADLAR SPR BCA ;Pesos;1000;180 días;Home banking;1,00;Todo el territorio nacional;INTRANSFERIBLE ACREDITA INTERESES CADA 30 DIAS
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO EN PESOS COM BCRA A7029 INTRANSFERIBLE AJUST. TC REF 3500;PF PESOS COM 7029 CCT;Pesos;1000000;60 días;Línea telefónica;1,00;Todo el territorio nacional;
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO PRECANCELABLE EN DOLARES INTRANSFERIBLE S.PRIVADO;PF DOLARES PRECA SPR SUC;Dólares estadounidenses;30000;180 días;Home banking;,10;Todo el territorio nacional;
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO PAGO PERIODICO DE INTERESES EN PESOS TRANSFERIBLE S. PUBLICO;PF PESOS PER INT SP SUC;Pesos;1000;60 días;Ventanilla de sucursal;18,83;Todo el territorio nacional;SECTOR PUBLICO
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO EN PESOS COM BCRA A7029 INTRANSFERIBLE AJUST. TC REF 3500;PF PESOS COM 7029 SUC;Pesos;1000000;60 días;Ventanilla de sucursal;1,00;Todo el territorio nacional;
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO TRADICIONAL EN PESOS TRANSFERIBLE P. JURIDICA;PF PESOS PJ SUC;Pesos;1000;30 días;Ventanilla de sucursal;18,98;Todo el territorio nacional;
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO TRADICIONAL EN PESOS INTRANSFERIBLE P. HUMANA;PF PESOS PH BPI;Pesos;1000;30 días;Home banking;18,98;Todo el territorio nacional;
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO PAGO PERIODICO DE INTERESES EN PESOS INTRANSFERIBLE S. PUBLICO;PF PESOS PER INT SP SUC;Pesos;1000;60 días;Ventanilla de sucursal;18,83;Todo el territorio nacional;SECTOR PUBLICO
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO AJUSTABLE POR INDICE UVA EN PESOS INTRANSFERIBLE S. PUBLICO;PF PESOS UVA SP BEE;UVA;1000;90 días;Home banking;,00;Todo el territorio nacional;SECTOR PUBLICO
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO AJUSTABLE POR INDICE UVA EN PESOS INTRANSFERIBLE S. PUBLICO;PF PESOS UVA SP SUC;UVA;1000;90 días;Ventanilla de sucursal;,00;Todo el territorio nacional;SECTOR PUBLICO
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO PRECANCELABLE EN PESOS INTRANSFERIBLE S. PRIVADO;PF PESOS PRECA SPR SUC;Pesos;30000;180 días;Ventanilla de sucursal;18,28;Todo el territorio nacional;
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO PAGO PERIODICO DE INTERESES TASA VARIABLE BADLAR EN PESOS INTRANSFERIBLE S. PRIVADO;PF PESOS BADLAR SPR C.MOV;Pesos;1000;180 días;Electrónico;1,00;Todo el territorio nacional;INTRANSFERIBLE ACREDITA INTERESES CADA 30 DIAS
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO TRADICIONAL EN PESOS OTROS BANCOS INTRANSFERIBLE P. JURIDICA;PF PESOS EN RED PJ SUC;Pesos;1000;30 días;Electrónico;18,98;Todo el territorio nacional;NUEVOS CLIENTES. SECTOR PRIVADO
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO TRADICIONAL EN PESOS INTRANSFERIBLE P. HUMANA;PF PESOS PH CCT;Pesos;1000;30 días;Línea telefónica;18,98;Todo el territorio nacional;
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO EN PESOS CIERRE A DISTANCIA COM BCRA A3426 INTRANSFERIBLE P. HUMANA;PF PESOS A3426 PH SUC;Pesos;1000;30 días;Ventanilla de sucursal;18,98;Todo el territorio nacional;
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO EN PESOS COM BCRA A7027 INTRANSFERIBLE;PF PESOS COM 7027 SUC;Pesos;1000;30 días;Ventanilla de sucursal;18,98;Todo el territorio nacional;DECRETO 260/2020
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO EN PESOS PRECANCELABLE CIERRE A DISTANCIA COM BCRA A3043 INTRANSFERIBLE S. PUBLICO;PF PESOS PRECA DIS SP SUC;Pesos;30000;30 días;Ventanilla de sucursal;17,81;Todo el territorio nacional;
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO EN PESOS COM BCRA A7027 TRANSFERIBLE;PF PESOS COM 7027 SUC;Pesos;1000;30 días;Ventanilla de sucursal;18,98;Todo el territorio nacional;DECRETO 260/2020
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO TRADICIONAL EN PESOS OTROS BANCOS INTRANSFERIBLE SECTOR PUBLICO;PF PESOS EN RED PH SUC;Pesos;1000;30 días;Electrónico;18,98;Todo el territorio nacional;NUEVOS CLIENTES. SECTOR PUBLICO
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO EN PESOS CIERRE A DISTANCIA COM BCRA A3043 TRANSFERIBLE S. PUBLICO;PF PESOS DIS SP SUC;Pesos;1000;30 días;Ventanilla de sucursal;14,94;Todo el territorio nacional;
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO EN PESOS CIERRE A DISTANCIA COM BCRA A3426 INTRANSFERIBLE P. JURIDICA;PF PESOS A3426 PJ SUC;Pesos;1000;30 días;Ventanilla de sucursal;18,98;Todo el territorio nacional;
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO EN PESOS CIERRE A DISTANCIA COM BCRA A3426 INTRANSFERIBLE S. PUBLICO;PF PESOS A3426 SP SUC;Pesos;1000;30 días;Ventanilla de sucursal;14,94;Todo el territorio nacional;SECTOR PUBLICO
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO EN PESOS CIERRE A DISTANCIA COM BCRA A3046 TRANSFERIBLE P. JURIDICA;PF PESOS A3046 PJ SUC;Pesos;1000;30 días;Ventanilla de sucursal;18,98;Todo el territorio nacional;
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO TRADICIONAL EN PESOS INTRANSFERIBLE P. HUMANA;PF PESOS PH SUC;Pesos;1000;30 días;Ventanilla de sucursal;18,98;Todo el territorio nacional;
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO PAGO PERIODICO DE INTERESES TASA VARIABLE BADLAR EN PESOS INTRANSFERIBLE P. HUMANA;PF PESOS PER INT PH SUC;Pesos;1000;60 días;Ventanilla de sucursal;18,83;Todo el territorio nacional;
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO PRECANCELABLE EN PESOS INTRANSFERIBLE S. PUBLICO;PF PESOS PRECA SP SUC;Pesos;30000;30 días;Ventanilla de sucursal;17,81;Todo el territorio nacional;SECTOR PUBLICO
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO EN PESOS CIERRE A DISTANCIA COM BCRA A3043 TRANSFERIBLE P. HUMANA;PF PESOS A3043 PH SUC;Pesos;1000;30 días;Ventanilla de sucursal;18,98;Todo el territorio nacional;
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO TRADICIONAL EN PESOS INTRANSFERIBLE P. JURIDICA;PF PESOS PJ SUC;Pesos;1000;30 días;Ventanilla de sucursal;18,98;Todo el territorio nacional;
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO EN PESOS COM BCRA A7029 INTRANSFERIBLE AJUST. TC REF 3500;PF PESOS COM 7029 C.MOVIL;Pesos;1000000;60 días;Electrónico;1,00;Todo el territorio nacional;
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO TRADICIONAL EN DOLARES INTRANSFERIBLE S. PUBLICO;PF DOLARES SP SUC;Dólares estadounidenses;1000;30 días;Ventanilla de sucursal;,10;Todo el territorio nacional;SECTOR PUBLICO
191;BANCO CREDICOOP COOPERATIVO LIMITADO;2026-04-28;PLAZO FIJO AJUSTABLE POR INDICE UVA EN PESOS INTRANSFERIBLE;PF PESOS UVA SUC;UVA;1000;90 días;Ventanilla de sucursal;,00;Todo el territorio nacional;
